date,time,seat,status,ticket_purchase,compliance,alert,ticket_number,sms_to_worker
12/11/2025,1:17:07,C6,Empty,yes,yes,0,#C00006,no
12/11/2025,1:17:07,C7,Empty,yes,yes,0,#C00007,no
12/11/2025,1:17:07,C8,Empty,yes,yes,0,#C00008,no
12/11/2025,1:17:07,D1,Empty,no,no,0,#D00001,no
12/11/2025,1:17:07,D2,Empty,no,no,0,#D00002,no
12/11/2025,1:17:07,D3,Empty,no,no,0,#D00003,no
12/11/2025,1:17:07,D4,Empty,no,no,0,#D00004,no
12/11/2025,1:17:07,D5,Occupied,no,no,0,#D00005,no
12/11/2025,1:17:07,D6,Occupied,no,no,0,#D00006,no
12/11/2025,1:17:07,D7,Empty,no,no,0,#D00007,no
12/11/2025,1:17:07,D8,Empty,no,no,0,#D00008,no
12/11/2025,1:17:07,E1,Empty,no,no,0,#E00001,no
12/11/2025,1:17:07,E2,Occupied,no,no,0,#E00002,no
12/11/2025,1:17:07,E3,Occupied,no,no,0,#E00003,no
12/11/2025,1:17:07,E4,Empty,no,no,0,#E00004,no
12/11/2025,1:17:07,E5,Empty,no,no,0,#E00005,no
12/11/2025,1:17:07,E6,Empty,no,no,0,#E00006,no
12/11/2025,1:17:07,E7,Empty,no,no,0,#E00007,no
12/11/2025,1:17:07,E8,Empty,no,no,0,#E00008,no
12/11/2025,1:17:07,E9,Empty,no,no,0,#E00009,no
12/11/2025,1:17:12,A1,Empty,no,no,0,#A00001,no
12/11/2025,1:17:12,A2,Empty,no,no,0,#A00002,no
12/11/2025,1:17:12,A3,Empty,no,no,0,#A00003,no
12/11/2025,1:17:12,A4,Empty,no,no,0,#A00004,no
12/11/2025,1:17:12,A5,Empty,no,no,0,#A00005,no
12/11/2025,1:17:12,A6,Empty,no,no,0,#A00006,no
12/11/2025,1:17:12,A7,Empty,no,no,0,#A00007,no
12/11/2025,1:17:12,A8,Empty,no,no,0,#A00008,no
12/11/2025,1:17:12,B1,Empty,no,no,0,#B00001,no
12/11/2025,1:17:12,B2,Empty,no,no,0,#B00002,no
12/11/2025,1:17:12,B3,Empty,no,no,0,#B00003,no
12/11/2025,1:17:12,B4,Empty,no,no,0,#B00004,no
12/11/2025,1:17:12,B5,Empty,no,no,0,#B00005,no
12/11/2025,1:17:12,B6,Empty,no,no,0,#B00006,no
12/11/2025,1:17:12,B7,Empty,no,no,0,#B00007,no
12/11/2025,1:17:12,B8,Empty,no,no,0,#B00008,no
12/11/2025,1:17:12,C1,Empty,yes,yes,0,#C00001,no
12/11/2025,1:17:12,C2,Empty,yes,yes,0,#C00002,no
12/11/2025,1:17:12,C3,Empty,yes,yes,0,#C00003,no
12/11/2025,1:17:12,C4,Empty,yes,yes,0,#C00004,no
12/11/2025,1:17:12,C5,Empty,yes,yes,0,#C00005,no
12/11/2025,1:17:12,C6,Empty,yes,yes,0,#C00006,no
12/11/2025,1:17:12,C7,Empty,yes,yes,0,#C00007,no
12/11/2025,1:17:12,C8,Empty,yes,yes,0,#C00008,no
12/11/2025,1:17:12,D1,Empty,no,no,0,#D00001,no
12/11/2025,1:17:12,D2,Empty,no,no,0,#D00002,no
12/11/2025,1:17:12,D3,Empty,no,no,0,#D00003,no
12/11/2025,1:17:12,D4,Empty,no,no,0,#D00004,no
12/11/2025,1:17:12,D5,Occupied,no,no,0,#D00005,no
12/11/2025,1:17:12,D6,Occupied,no,no,0,#D00006,no
12/11/2025,1:17:12,D7,Empty,no,no,0,#D00007,no
12/11/2025,1:17:12,D8,Empty,no,no,0,#D00008,no
12/11/2025,1:17:12,E1,Empty,no,no,0,#E00001,no
12/11/2025,1:17:12,E2,Occupied,no,no,0,#E00002,no
12/11/2025,1:17:12,E3,Occupied,no,no,0,#E00003,no
12/11/2025,1:17:12,E4,Empty,no,no,0,#E00004,no
12/11/2025,1:17:12,E5,Empty,no,no,0,#E00005,no
12/11/2025,1:17:12,E6,Empty,no,no,0,#E00006,no
12/11/2025,1:17:12,E7,Empty,no,no,0,#E00007,no
12/11/2025,1:17:12,E8,Empty,no,no,0,#E00008,no
12/11/2025,1:17:12,E9,Empty,no,no,0,#E00009,no
12/11/2025,1:17:15,A1,Empty,no,no,0,#A00001,no
12/11/2025,1:17:15,A2,Empty,no,no,0,#A00002,no
12/11/2025,1:17:15,A3,Empty,no,no,0,#A00003,no
12/11/2025,1:17:15,A4,Empty,no,no,0,#A00004,no
12/11/2025,1:17:15,A5,Empty,no,no,0,#A00005,no
12/11/2025,1:17:15,A6,Empty,no,no,0,#A00006,no
12/11/2025,1:17:15,A7,Empty,no,no,0,#A00007,no
12/11/2025,1:17:15,A8,Empty,no,no,0,#A00008,no
12/11/2025,1:17:15,B1,Empty,no,no,0,#B00001,no
12/11/2025,1:17:15,B2,Empty,no,no,0,#B00002,no
12/11/2025,1:17:15,B3,Empty,no,no,0,#B00003,no
12/11/2025,1:17:15,B4,Empty,no,no,0,#B00004,no
12/11/2025,1:17:15,B5,Empty,no,no,0,#B00005,no
12/11/2025,1:17:15,B6,Empty,no,no,0,#B00006,no
12/11/2025,1:17:15,B7,Empty,no,no,0,#B00007,no
12/11/2025,1:17:15,B8,Empty,no,no,0,#B00008,no
12/11/2025,1:17:15,C1,Empty,yes,yes,0,#C00001,no
12/11/2025,1:17:15,C2,Empty,yes,yes,0,#C00002,no
12/11/2025,1:17:15,C3,Empty,yes,yes,0,#C00003,no
12/11/2025,1:17:15,C4,Empty,yes,yes,0,#C00004,no
12/11/2025,1:17:15,C5,Empty,yes,yes,0,#C00005,no
12/11/2025,1:17:15,C6,Empty,yes,yes,0,#C00006,no
12/11/2025,1:17:15,C7,Empty,yes,yes,0,#C00007,no
12/11/2025,1:17:15,C8,Empty,yes,yes,0,#C00008,no
12/11/2025,1:17:15,D1,Empty,no,no,0,#D00001,no
12/11/2025,1:17:15,D2,Empty,no,no,0,#D00002,no
12/11/2025,1:17:15,D3,Empty,no,no,0,#D00003,no
12/11/2025,1:17:15,D4,Empty,no,no,0,#D00004,no
12/11/2025,1:17:15,D5,Occupied,no,no,0,#D00005,no
12/11/2025,1:17:15,D6,Occupied,no,no,0,#D00006,no
12/11/2025,1:17:15,D7,Empty,no,no,0,#D00007,no
12/11/2025,1:17:15,D8,Empty,no,no,0,#D00008,no
12/11/2025,1:17:15,E1,Empty,no,no,0,#E00001,no
12/11/2025,1:17:15,E2,Occupied,no,no,0,#E00002,no
12/11/2025,1:17:15,E3,Occupied,no,no,0,#E00003,no
12/11/2025,1:17:15,E4,Empty,no,no,0,#E00004,no
12/11/2025,1:17:15,E5,Empty,no,no,0,#E00005,no
12/11/2025,1:17:15,E6,Empty,no,no,0,#E00006,no
12/11/2025,1:17:15,E7,Empty,no,no,0,#E00007,no
12/11/2025,1:17:15,E8,Empty,no,no,0,#E00008,no
12/11/2025,1:17:15,E9,Empty,no,no,0,#E00009,no
12/11/2025,1:17:17,A1,Empty,no,no,0,#A00001,no
12/11/2025,1:17:17,A2,Empty,no,no,0,#A00002,no
12/11/2025,1:17:17,A3,Empty,no,no,0,#A00003,no
12/11/2025,1:17:17,A4,Empty,no,no,0,#A00004,no
12/11/2025,1:17:17,A5,Empty,no,no,0,#A00005,no
12/11/2025,1:17:17,A6,Empty,no,no,0,#A00006,no
12/11/2025,1:17:17,A7,Empty,no,no,0,#A00007,no
12/11/2025,1:17:17,A8,Empty,no,no,0,#A00008,no
12/11/2025,1:17:17,B1,Empty,no,no,0,#B00001,no
12/11/2025,1:17:17,B2,Empty,no,no,0,#B00002,no
12/11/2025,1:17:17,B3,Empty,no,no,0,#B00003,no
12/11/2025,1:17:17,B4,Empty,no,no,0,#B00004,no
12/11/2025,1:17:17,B5,Empty,no,no,0,#B00005,no
12/11/2025,1:17:17,B6,Empty,no,no,0,#B00006,no
12/11/2025,1:17:17,B7,Empty,no,no,0,#B00007,no
12/11/2025,1:17:17,B8,Empty,no,no,0,#B00008,no
12/11/2025,1:17:17,C1,Empty,yes,yes,0,#C00001,no
12/11/2025,1:17:17,C2,Empty,yes,yes,0,#C00002,no
12/11/2025,1:17:17,C3,Empty,yes,yes,0,#C00003,no
12/11/2025,1:17:17,C4,Empty,yes,yes,0,#C00004,no
12/11/2025,1:17:17,C5,Empty,yes,yes,0,#C00005,no
12/11/2025,1:17:17,C6,Empty,yes,yes,0,#C00006,no
12/11/2025,1:17:17,C7,Empty,yes,yes,0,#C00007,no
12/11/2025,1:17:17,C8,Empty,yes,yes,0,#C00008,no
12/11/2025,1:17:17,D1,Empty,no,no,0,#D00001,no
12/11/2025,1:17:17,D2,Empty,no,no,0,#D00002,no
12/11/2025,1:17:17,D3,Empty,no,no,0,#D00003,no
12/11/2025,1:17:17,D4,Empty,no,no,0,#D00004,no
12/11/2025,1:17:17,D5,Occupied,no,no,0,#D00005,no
12/11/2025,1:17:17,D6,Occupied,no,no,0,#D00006,no
12/11/2025,1:17:17,D7,Empty,no,no,0,#D00007,no
12/11/2025,1:17:17,D8,Empty,no,no,0,#D00008,no
12/11/2025,1:17:17,E1,Empty,no,no,0,#E00001,no
12/11/2025,1:17:17,E2,Occupied,no,no,0,#E00002,no
12/11/2025,1:17:17,E3,Occupied,no,no,0,#E00003,no
12/11/2025,1:17:17,E4,Empty,no,no,0,#E00004,no
12/11/2025,1:17:17,E5,Empty,no,no,0,#E00005,no
12/11/2025,1:17:17,E6,Empty,no,no,0,#E00006,no
12/11/2025,1:17:17,E7,Empty,no,no,0,#E00007,no
12/11/2025,1:17:17,E8,Empty,no,no,0,#E00008,no
12/11/2025,1:17:17,E9,Empty,no,no,0,#E00009,no
12/11/2025,1:17:20,A1,Empty,no,no,0,#A00001,no
12/11/2025,1:17:20,A2,Empty,no,no,0,#A00002,no
12/11/2025,1:17:20,A3,Empty,no,no,0,#A00003,no
12/11/2025,1:17:20,A4,Empty,no,no,0,#A00004,no
12/11/2025,1:17:20,A5,Empty,no,no,0,#A00005,no
12/11/2025,1:17:20,A6,Empty,no,no,0,#A00006,no
12/11/2025,1:17:20,A7,Empty,no,no,0,#A00007,no
12/11/2025,1:17:20,A8,Empty,no,no,0,#A00008,no
12/11/2025,1:17:20,B1,Empty,no,no,0,#B00001,no
12/11/2025,1:17:20,B2,Empty,no,no,0,#B00002,no
12/11/2025,1:17:20,B3,Empty,no,no,0,#B00003,no
12/11/2025,1:17:20,B4,Empty,no,no,0,#B00004,no
12/11/2025,1:17:20,B5,Empty,no,no,0,#B00005,no
12/11/2025,1:17:20,B6,Empty,no,no,0,#B00006,no
12/11/2025,1:17:20,B7,Empty,no,no,0,#B00007,no
12/11/2025,1:17:20,B8,Empty,no,no,0,#B00008,no
12/11/2025,1:17:20,C1,Empty,yes,yes,0,#C00001,no
12/11/2025,1:17:20,C2,Empty,yes,yes,0,#C00002,no
12/11/2025,1:17:20,C3,Empty,yes,yes,0,#C00003,no
12/11/2025,1:17:20,C4,Empty,yes,yes,0,#C00004,no
12/11/2025,1:17:20,C5,Empty,yes,yes,0,#C00005,no
12/11/2025,1:17:20,C6,Empty,yes,yes,0,#C00006,no
12/11/2025,1:17:20,C7,Empty,yes,yes,0,#C00007,no
12/11/2025,1:17:20,C8,Empty,yes,yes,0,#C00008,no
12/11/2025,1:17:20,D1,Empty,no,no,0,#D00001,no
12/11/2025,1:17:20,D2,Empty,no,no,0,#D00002,no
12/11/2025,1:17:20,D3,Empty,no,no,0,#D00003,no
12/11/2025,1:17:20,D4,Empty,no,no,0,#D00004,no
12/11/2025,1:17:20,D5,Occupied,no,no,0,#D00005,no
12/11/2025,1:17:20,D6,Occupied,no,no,0,#D00006,no
12/11/2025,1:17:20,D7,Empty,no,no,0,#D00007,no
12/11/2025,1:17:20,D8,Empty,no,no,0,#D00008,no
12/11/2025,1:17:20,E1,Empty,no,no,0,#E00001,no
12/11/2025,1:17:20,E2,Occupied,no,no,0,#E00002,no
12/11/2025,1:17:20,E3,Occupied,no,no,0,#E00003,no
12/11/2025,1:17:20,E4,Empty,no,no,0,#E00004,no
12/11/2025,1:17:20,E5,Empty,no,no,0,#E00005,no
12/11/2025,1:17:20,E6,Empty,no,no,0,#E00006,no
12/11/2025,1:17:20,E7,Empty,no,no,0,#E00007,no
12/11/2025,1:17:20,E8,Empty,no,no,0,#E00008,no
12/11/2025,1:17:20,E9,Empty,no,no,0,#E00009,no
12/11/2025,1:17:21,A1,Empty,no,no,0,#A00001,no
12/11/2025,1:17:21,A2,Empty,no,no,0,#A00002,no
12/11/2025,1:17:21,A3,Empty,no,no,0,#A00003,no
12/11/2025,1:17:21,A4,Empty,no,no,0,#A00004,no
12/11/2025,1:17:21,A5,Empty,no,no,0,#A00005,no
12/11/2025,1:17:21,A6,Empty,no,no,0,#A00006,no
12/11/2025,1:17:21,A7,Empty,no,no,0,#A00007,no
12/11/2025,1:17:21,A8,Empty,no,no,0,#A00008,no
12/11/2025,1:17:21,B1,Empty,no,no,0,#B00001,no
12/11/2025,1:17:21,B2,Empty,no,no,0,#B00002,no
12/11/2025,1:17:21,B3,Empty,no,no,0,#B00003,no
12/11/2025,1:17:21,B4,Empty,no,no,0,#B00004,no
12/11/2025,1:17:21,B5,Empty,no,no,0,#B00005,no
12/11/2025,1:17:21,B6,Empty,no,no,0,#B00006,no
12/11/2025,1:17:21,B7,Empty,no,no,0,#B00007,no
12/11/2025,1:17:21,B8,Empty,no,no,0,#B00008,no
12/11/2025,1:17:21,C1,Empty,yes,yes,0,#C00001,no
12/11/2025,1:17:21,C2,Empty,yes,yes,0,#C00002,no
12/11/2025,1:17:21,C3,Empty,yes,yes,0,#C00003,no
12/11/2025,1:17:21,C4,Empty,yes,yes,0,#C00004,no
12/11/2025,1:17:21,C5,Empty,yes,yes,0,#C00005,no
12/11/2025,1:17:21,C6,Empty,yes,yes,0,#C00006,no
12/11/2025,1:17:21,C7,Empty,yes,yes,0,#C00007,no
12/11/2025,1:17:21,C8,Empty,yes,yes,0,#C00008,no
12/11/2025,1:17:21,D1,Empty,no,no,0,#D00001,no
12/11/2025,1:17:21,D2,Empty,no,no,0,#D00002,no
12/11/2025,1:17:21,D3,Empty,no,no,0,#D00003,no
12/11/2025,1:17:21,D4,Empty,no,no,0,#D00004,no
12/11/2025,1:17:21,D5,Occupied,no,no,0,#D00005,no
12/11/2025,1:17:21,D6,Occupied,no,no,0,#D00006,no
12/11/2025,1:17:21,D7,Empty,no,no,0,#D00007,no
12/11/2025,1:17:21,D8,Empty,no,no,0,#D00008,no
12/11/2025,1:17:21,E1,Empty,no,no,0,#E00001,no
12/11/2025,1:17:21,E2,Occupied,no,no,0,#E00002,no
12/11/2025,1:17:21,E3,Occupied,no,no,0,#E00003,no
12/11/2025,1:17:21,E4,Empty,no,no,0,#E00004,no
12/11/2025,1:17:21,E5,Empty,no,no,0,#E00005,no
12/11/2025,1:17:21,E6,Empty,no,no,0,#E00006,no
12/11/2025,1:17:21,E7,Empty,no,no,0,#E00007,no
12/11/2025,1:17:21,E8,Empty,no,no,0,#E00008,no
12/11/2025,1:17:21,E9,Empty,no,no,0,#E00009,no
12/11/2025,1:17:29,A1,Empty,no,no,0,#A00001,no
12/11/2025,1:17:29,A2,Empty,no,no,0,#A00002,no
12/11/2025,1:17:29,A3,Empty,no,no,0,#A00003,no
12/11/2025,1:17:29,A4,Empty,no,no,0,#A00004,no
12/11/2025,1:17:29,A5,Empty,no,no,0,#A00005,no
12/11/2025,1:17:29,A6,Empty,no,no,0,#A00006,no
12/11/2025,1:17:29,A7,Empty,no,no,0,#A00007,no
12/11/2025,1:17:29,A8,Empty,no,no,0,#A00008,no
12/11/2025,1:17:29,B1,Empty,no,no,0,#B00001,no
12/11/2025,1:17:29,B2,Empty,no,no,0,#B00002,no
12/11/2025,1:17:29,B3,Empty,no,no,0,#B00003,no
12/11/2025,1:17:29,B4,Empty,no,no,0,#B00004,no
12/11/2025,1:17:29,B5,Empty,no,no,0,#B00005,no
12/11/2025,1:17:29,B6,Empty,no,no,0,#B00006,no
12/11/2025,1:17:29,B7,Empty,no,no,0,#B00007,no
12/11/2025,1:17:29,B8,Empty,no,no,0,#B00008,no
12/11/2025,1:17:29,C1,Empty,yes,yes,0,#C00001,no
12/11/2025,1:17:29,C2,Empty,yes,yes,0,#C00002,no
12/11/2025,1:17:29,C3,Empty,yes,yes,0,#C00003,no
12/11/2025,1:17:29,C4,Empty,yes,yes,0,#C00004,no
12/11/2025,1:17:29,C5,Empty,yes,yes,0,#C00005,no
12/11/2025,1:17:29,C6,Empty,yes,yes,0,#C00006,no
12/11/2025,1:17:29,C7,Empty,yes,yes,0,#C00007,no
12/11/2025,1:17:29,C8,Empty,yes,yes,0,#C00008,no
12/11/2025,1:17:29,D1,Empty,no,no,0,#D00001,no
12/11/2025,1:17:29,D2,Empty,no,no,0,#D00002,no
12/11/2025,1:17:29,D3,Empty,no,no,0,#D00003,no
12/11/2025,1:17:29,D4,Occupied,no,no,0,#D00004,no
12/11/2025,1:17:29,D5,Occupied,no,no,0,#D00005,no
12/11/2025,1:17:29,D6,Empty,no,no,0,#D00006,no
12/11/2025,1:17:29,D7,Empty,no,no,0,#D00007,no
12/11/2025,1:17:29,D8,Empty,no,no,0,#D00008,no
12/11/2025,1:17:29,E1,Empty,no,no,0,#E00001,no
12/11/2025,1:17:29,E2,Occupied,no,no,0,#E00002,no
12/11/2025,1:17:29,E3,Occupied,no,no,0,#E00003,no
12/11/2025,1:17:29,E4,Occupied,no,no,0,#E00004,no
12/11/2025,1:17:29,E5,Empty,no,no,0,#E00005,no
12/11/2025,1:17:29,E6,Empty,no,no,0,#E00006,no
12/11/2025,1:17:29,E7,Empty,no,no,0,#E00007,no
12/11/2025,1:17:29,E8,Empty,no,no,0,#E00008,no
12/11/2025,1:17:29,E9,Empty,no,no,0,#E00009,no
12/11/2025,1:17:52,A1,Empty,no,no,0,#A00001,no
12/11/2025,1:17:52,A2,Empty,no,no,0,#A00002,no
12/11/2025,1:17:52,A3,Empty,no,no,0,#A00003,no
12/11/2025,1:17:52,A4,Empty,no,no,0,#A00004,no
12/11/2025,1:17:52,A5,Empty,no,no,0,#A00005,no
12/11/2025,1:17:52,A6,Empty,no,no,0,#A00006,no
12/11/2025,1:17:52,A7,Empty,no,no,0,#A00007,no
12/11/2025,1:17:52,A8,Empty,no,no,0,#A00008,no
12/11/2025,1:17:52,B1,Empty,no,no,0,#B00001,no
12/11/2025,1:17:52,B2,Empty,no,no,0,#B00002,no
12/11/2025,1:17:52,B3,Empty,no,no,0,#B00003,no
12/11/2025,1:17:52,B4,Empty,no,no,0,#B00004,no
12/11/2025,1:17:52,B5,Empty,no,no,0,#B00005,no
12/11/2025,1:17:52,B6,Empty,no,no,0,#B00006,no
12/11/2025,1:17:52,B7,Empty,no,no,0,#B00007,no
12/11/2025,1:17:52,B8,Empty,no,no,0,#B00008,no
12/11/2025,1:17:52,C1,Empty,yes,yes,0,#C00001,no
12/11/2025,1:17:52,C2,Empty,yes,yes,0,#C00002,no
12/11/2025,1:17:52,C3,Empty,yes,yes,0,#C00003,no
12/11/2025,1:17:52,C4,Empty,yes,yes,0,#C00004,no
12/11/2025,1:17:52,C5,Empty,yes,yes,0,#C00005,no
12/11/2025,1:17:52,C6,Empty,yes,yes,0,#C00006,no
12/11/2025,1:17:52,C7,Empty,yes,yes,0,#C00007,no
12/11/2025,1:17:52,C8,Empty,yes,yes,0,#C00008,no
12/11/2025,1:17:52,D1,Empty,no,no,0,#D00001,no
12/11/2025,1:17:52,D2,Empty,no,no,0,#D00002,no
12/11/2025,1:17:52,D3,Empty,no,no,0,#D00003,no
12/11/2025,1:17:52,D4,Empty,no,no,0,#D00004,no
12/11/2025,1:17:52,D5,Empty,no,no,0,#D00005,no
12/11/2025,1:17:52,D6,Empty,no,no,0,#D00006,no
12/11/2025,1:17:52,D7,Empty,no,no,0,#D00007,no
12/11/2025,1:17:52,D8,Empty,no,no,0,#D00008,no
12/11/2025,1:17:52,E1,Empty,no,no,0,#E00001,no
12/11/2025,1:17:52,E2,Occupied,no,no,0,#E00002,no
12/11/2025,1:17:52,E3,Occupied,no,no,0,#E00003,no
12/11/2025,1:17:52,E4,Empty,no,no,0,#E00004,no
12/11/2025,1:17:52,E5,Empty,no,no,0,#E00005,no
12/11/2025,1:17:52,E6,Empty,no,no,0,#E00006,no
12/11/2025,1:17:52,E7,Empty,no,no,0,#E00007,no
12/11/2025,1:17:52,E8,Empty,no,no,0,#E00008,no
12/11/2025,1:17:52,E9,Empty,no,no,0,#E00009,no
12/11/2025,1:19:26,A1,Empty,no,no,0,#A00001,no
12/11/2025,1:19:26,A2,Empty,no,no,0,#A00002,no
12/11/2025,1:19:26,A3,Empty,no,no,0,#A00003,no
12/11/2025,1:19:26,A4,Empty,no,no,0,#A00004,no
12/11/2025,1:19:26,A5,Empty,no,no,0,#A00005,no
